request_id,source_system,department,section_id,corridor_slot,chainage_start,chainage_end,requested_window_start,requested_window_end,required_duration_minutes,work_type,asset_id,asset_type,asset_age_years,last_maintenance_days_ago,past_breakdown_count,gross_million_tonnes,condition_score,urgency_category,requires_power_block,requires_traffic_block,status
REQ-20260919-ST-0050,SMMS,S&T,SEC-TKJ-GZB,SLOT_MIDDAY,12.53,12.76,2026-09-19T11:45:00,2026-09-19T14:45:00,64,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-TKJ-GZB-0029,Axle Counter Detection Point,8.6,120,3,82.7,4.6,HIGH,False,True,PENDING
REQ-20260919-TRD-0055,TDMS,TRD,SEC-ALJN-TDL,SLOT_MIDDAY,182.89,184.91,2026-09-19T12:00:00,2026-09-19T14:30:00,98,Cantilever Assembly & Dropper Adjustment,TRD-OHE-ALJN-TDL-0038,Cantilever Mast Assembly,7.7,19,0,24.1,9.1,LOW,True,True,PENDING
REQ-20260919-ST-0051,COA,S&T,SEC-GZB-ALJN,SLOT_MIDDAY,35.37,35.5,2026-09-19T12:00:00,2026-09-19T14:45:00,84,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-GZB-ALJN-0005,Axle Counter Detection Point,5.4,28,0,17.3,8.9,LOW,False,True,PENDING
REQ-20260919-ST-0052,SMMS,S&T,SEC-GZB-MB,SLOT_MIDDAY,140.55,141.18,2026-09-19T12:00:00,2026-09-19T14:30:00,97,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-GZB-MB-0057,Underground Signaling Cable,15.8,141,3,79.8,3.8,HIGH,False,False,PENDING
REQ-20260919-ST-0053,SMMS,S&T,SEC-TDL-CNB,SLOT_MIDDAY,399.01,399.3,2026-09-19T12:00:00,2026-09-19T15:00:00,68,Level Crossing Interlocking Gate Inspection,SNT-SIG-TDL-CNB-0008,Interlocked LC Gate Mechanism,5.4,57,0,22.1,7.2,LOW,False,True,PENDING
REQ-20260919-ST-0054,SMMS,S&T,SEC-CNB-PRYJ,SLOT_AFTERNOON,589.58,590.84,2026-09-19T15:00:00,2026-09-19T18:30:00,103,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-CNB-PRYJ-0073,Underground Signaling Cable,17.1,247,3,77.9,2.2,CRITICAL,False,False,PENDING
REQ-20260919-ENG-0062,TMS,ENG,SEC-GZB-ALJN,SLOT_AFTERNOON,29.76,30.76,2026-09-19T15:00:00,2026-09-19T18:00:00,111,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-GZB-ALJN-0073,Rail Joint / Fishplate,8.5,172,2,79.7,4.5,HIGH,False,True,PENDING
REQ-20260919-ST-0055,SMMS,S&T,SEC-GZB-MB,SLOT_AFTERNOON,69.99,70.18,2026-09-19T15:00:00,2026-09-19T18:00:00,60,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-GZB-MB-0025,Axle Counter Detection Point,14.5,220,3,69.3,5.4,HIGH,False,True,PENDING
REQ-20260919-TRD-0056,TDMS,TRD,SEC-TDL-CNB,SLOT_AFTERNOON,273.23,275.65,2026-09-19T15:00:00,2026-09-19T18:15:00,81,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-TDL-CNB-0067,Post & Tension Insulators,7.7,228,1,53.3,4.4,HIGH,True,True,PENDING
REQ-20260919-ST-0056,SMMS,S&T,SEC-TDL-CNB,SLOT_AFTERNOON,366.15,366.52,2026-09-19T15:30:00,2026-09-19T18:00:00,125,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-TDL-CNB-0035,Solid State Interlocking Unit,1.3,36,0,18.1,6.6,LOW,False,True,PENDING
REQ-20260920-ENG-0063,COA,ENG,SEC-CNB-PRYJ,SLOT_NIGHT,502.91,503.1,2026-09-20T00:30:00,2026-09-20T04:00:00,93,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-CNB-PRYJ-0028,SEJ Assembly,7.8,58,0,35.3,8.0,LOW,False,True,PENDING
REQ-20260920-TRD-0057,TDMS,TRD,SEC-TDL-CNB,SLOT_NIGHT,335.17,335.45,2026-09-20T00:30:00,2026-09-20T04:00:00,102,Neutral Section & Phase Break Maintenance,TRD-OHE-TDL-CNB-0024,PTFE Neutral Section,25.3,262,6,84.4,1.4,CRITICAL,True,True,PENDING
REQ-20260920-TRD-0058,TDMS,TRD,SEC-CNB-PRYJ,SLOT_NIGHT,503.53,505.76,2026-09-20T00:45:00,2026-09-20T04:15:00,87,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-CNB-PRYJ-0022,Post & Tension Insulators,8.7,209,3,72.5,5.5,HIGH,True,True,PENDING
REQ-20260920-TRD-0059,TDMS,TRD,SEC-CNB-PRYJ,SLOT_NIGHT,581.36,583.57,2026-09-20T00:45:00,2026-09-20T04:15:00,177,OHE Annual Overhaul & Contact Wire Inspection,TRD-OHE-CNB-PRYJ-0057,OHE Contact & Catenary Wire,9.5,150,1,42.2,5.1,MEDIUM,True,True,PENDING
REQ-20260920-ST-0057,SMMS,S&T,SEC-NDLS-TKJ,SLOT_NIGHT,0.13,0.6,2026-09-20T00:45:00,2026-09-20T04:30:00,124,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-NDLS-TKJ-0076,Solid State Interlocking Unit,1.9,61,1,15.3,9.2,MEDIUM,False,True,PENDING
REQ-20260920-ST-0058,SMMS,S&T,SEC-TKJ-GZB,SLOT_NIGHT,18.82,19.48,2026-09-20T00:45:00,2026-09-20T04:30:00,62,Track Circuit Joint Impedance Bonding,SNT-SIG-TKJ-GZB-0052,DC/Audio Track Circuit,4.3,27,1,18.5,7.3,MEDIUM,False,True,PENDING
REQ-20260920-TRD-0060,TDMS,TRD,SEC-CNB-PRYJ,SLOT_NIGHT,524.16,526.11,2026-09-20T01:00:00,2026-09-20T04:15:00,131,Cantilever Assembly & Dropper Adjustment,TRD-OHE-CNB-PRYJ-0042,Cantilever Mast Assembly,24.1,298,6,103.3,3.3,CRITICAL,True,True,PENDING
REQ-20260920-ENG-0064,TMS,ENG,SEC-PRYJ-DDU,SLOT_NIGHT,683.43,685.48,2026-09-20T01:00:00,2026-09-20T04:00:00,122,Ballast Regulating & Track Dressing,ENG-TRK-PRYJ-DDU-0062,Ballast Track,12.8,169,1,56.7,4.6,HIGH,False,True,PENDING
REQ-20260920-ENG-0065,TMS,ENG,SEC-TDL-CNB,SLOT_NIGHT,335.25,335.62,2026-09-20T01:00:00,2026-09-20T04:00:00,141,Turnout & Switch Crossing Renewal,ENG-TRK-TDL-CNB-0031,Turnout Assembly,7.4,176,2,51.9,5.8,HIGH,True,True,PENDING
REQ-20260920-TRD-0061,TDMS,TRD,SEC-GZB-ALJN,SLOT_EARLY_MORN,77.81,80.0,2026-09-20T04:30:00,2026-09-20T08:00:00,170,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-GZB-ALJN-0062,Tension Spring / Regulating Equipment,13.3,132,1,70.1,5.7,MEDIUM,True,True,PENDING
REQ-20260920-TRD-0062,TDMS,TRD,SEC-GZB-ALJN,SLOT_EARLY_MORN,93.65,94.79,2026-09-20T04:30:00,2026-09-20T07:45:00,112,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-GZB-ALJN-0021,Post & Tension Insulators,13.8,149,3,42.7,4.6,HIGH,True,True,PENDING
REQ-20260920-ENG-0066,TMS,ENG,SEC-GZB-ALJN,SLOT_EARLY_MORN,93.92,94.04,2026-09-20T04:30:00,2026-09-20T07:45:00,94,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-GZB-ALJN-0027,SEJ Assembly,7.8,102,0,30.0,9.4,MEDIUM,False,True,PENDING
REQ-20260920-TRD-0063,COA,TRD,SEC-PRYJ-DDU,SLOT_EARLY_MORN,727.68,730.01,2026-09-20T04:45:00,2026-09-20T07:30:00,133,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-PRYJ-DDU-0043,Tension Spring / Regulating Equipment,7.7,235,3,41.6,5.1,HIGH,True,True,PENDING
REQ-20260920-TRD-0064,TDMS,TRD,SEC-CNB-PRYJ,SLOT_EARLY_MORN,462.63,463.12,2026-09-20T05:00:00,2026-09-20T07:30:00,110,Section Insulator & Isolator Switch Servicing,TRD-OHE-CNB-PRYJ-0061,OHE Track Section Isolator,4.9,94,1,48.1,7.9,MEDIUM,True,True,PENDING
REQ-20260920-ST-0059,SMMS,S&T,SEC-PRYJ-DDU,SLOT_EARLY_MORN,721.52,722.99,2026-09-20T05:00:00,2026-09-20T07:45:00,74,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-PRYJ-DDU-0047,Underground Signaling Cable,2.0,42,0,16.8,7.8,LOW,False,False,PENDING
REQ-20260920-TRD-0065,TDMS,TRD,SEC-CNB-PRYJ,SLOT_MIDDAY,492.33,496.32,2026-09-20T11:30:00,2026-09-20T15:00:00,133,Tower Wagon Foot Patrolling & Current Collection Test,TRD-OHE-CNB-PRYJ-0011,Overhead Traction Line,3.9,120,0,43.7,7.2,MEDIUM,True,True,PENDING
REQ-20260920-ENG-0067,TMS,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,79.1,80.83,2026-09-20T11:30:00,2026-09-20T14:30:00,158,Track Tamping (BCM/CSM Machine),ENG-TRK-GZB-ALJN-0014,Ballast & Sleeper Bed,7.4,23,1,33.1,8.2,MEDIUM,False,True,PENDING
REQ-20260920-TRD-0066,TDMS,TRD,SEC-TDL-CNB,SLOT_MIDDAY,255.26,257.68,2026-09-20T11:30:00,2026-09-20T14:45:00,129,OHE Annual Overhaul & Contact Wire Inspection,TRD-OHE-TDL-CNB-0074,OHE Contact & Catenary Wire,4.5,16,0,35.7,8.1,LOW,True,True,PENDING
REQ-20260920-TRD-0067,TDMS,TRD,SEC-GZB-ALJN,SLOT_MIDDAY,78.78,81.24,2026-09-20T11:45:00,2026-09-20T15:00:00,165,OHE Annual Overhaul & Contact Wire Inspection,TRD-OHE-GZB-ALJN-0010,OHE Contact & Catenary Wire,10.7,138,3,66.5,5.6,HIGH,True,True,PENDING
REQ-20260920-ST-0060,COA,S&T,SEC-GZB-ALJN,SLOT_MIDDAY,78.9,79.5,2026-09-20T11:45:00,2026-09-20T14:45:00,128,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-GZB-ALJN-0009,Solid State Interlocking Unit,7.5,87,0,41.9,9.3,LOW,False,True,PENDING
REQ-20260920-ENG-0068,TMS,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,95.46,95.8,2026-09-20T11:45:00,2026-09-20T14:45:00,163,Turnout & Switch Crossing Renewal,ENG-TRK-GZB-ALJN-0043,Turnout Assembly,7.1,48,0,30.5,8.4,LOW,False,True,PENDING
REQ-20260920-ST-0061,SMMS,S&T,SEC-CNB-PRYJ,SLOT_MIDDAY,492.21,492.92,2026-09-20T12:00:00,2026-09-20T15:00:00,102,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-CNB-PRYJ-0012,Underground Signaling Cable,8.3,197,3,71.2,3.7,HIGH,False,False,PENDING
REQ-20260920-ENG-0069,TMS,ENG,SEC-CNB-PRYJ,SLOT_MIDDAY,492.29,493.93,2026-09-20T12:00:00,2026-09-20T14:45:00,150,Deep Ballast Screening,ENG-TRK-CNB-PRYJ-0017,Ballast Cushion,3.2,45,1,30.1,7.2,MEDIUM,False,True,PENDING
REQ-20260920-ST-0062,COA,S&T,SEC-GZB-ALJN,SLOT_MIDDAY,41.82,42.25,2026-09-20T12:00:00,2026-09-20T14:45:00,121,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-GZB-ALJN-0062,Solid State Interlocking Unit,14.1,159,2,77.9,5.8,HIGH,False,True,PENDING
REQ-20260920-ENG-0070,COA,ENG,SEC-GZB-MB,SLOT_MIDDAY,124.17,124.4,2026-09-20T12:00:00,2026-09-20T14:30:00,78,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-GZB-MB-0068,SEJ Assembly,7.8,44,1,49.0,7.9,MEDIUM,False,True,PENDING
REQ-20260920-ENG-0071,TMS,ENG,SEC-TDL-CNB,SLOT_MIDDAY,337.07,339.33,2026-09-20T12:00:00,2026-09-20T14:45:00,150,Through Rail Renewal (TRR),ENG-TRK-TDL-CNB-0041,Continuous Welded Rail,2.7,68,0,15.4,7.8,LOW,True,True,PENDING
REQ-20260920-ST-0063,SMMS,S&T,SEC-CNB-PRYJ,SLOT_AFTERNOON,509.94,510.13,2026-09-20T15:00:00,2026-09-20T18:15:00,89,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-CNB-PRYJ-0054,Color Light Signal Post,11.4,186,2,76.9,4.9,HIGH,False,False,PENDING
REQ-20260920-ENG-0072,TMS,ENG,SEC-TKJ-GZB,SLOT_AFTERNOON,8.7,9.9,2026-09-20T15:00:00,2026-09-20T18:00:00,150,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-TKJ-GZB-0030,Rail Joint / Fishplate,9.8,184,2,46.1,5.8,HIGH,False,True,PENDING
REQ-20260920-ST-0064,SMMS,S&T,SEC-TKJ-GZB,SLOT_AFTERNOON,8.87,9.5,2026-09-20T15:00:00,2026-09-20T18:00:00,90,Track Circuit Joint Impedance Bonding,SNT-SIG-TKJ-GZB-0018,DC/Audio Track Circuit,1.0,39,0,19.6,6.5,LOW,False,True,PENDING
REQ-20260920-ST-0065,SMMS,S&T,SEC-TKJ-GZB,SLOT_AFTERNOON,18.53,19.12,2026-09-20T15:00:00,2026-09-20T18:00:00,81,Track Circuit Joint Impedance Bonding,SNT-SIG-TKJ-GZB-0070,DC/Audio Track Circuit,14.6,312,4,91.4,3.1,CRITICAL,False,True,PENDING
REQ-20260920-ENG-0073,TMS,ENG,SEC-TKJ-GZB,SLOT_AFTERNOON,23.42,23.64,2026-09-20T15:00:00,2026-09-20T18:30:00,73,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-TKJ-GZB-0083,SEJ Assembly,5.4,30,0,21.2,8.0,LOW,False,True,PENDING
REQ-20260920-TRD-0068,TDMS,TRD,SEC-GZB-ALJN,SLOT_AFTERNOON,74.59,75.08,2026-09-20T15:15:00,2026-09-20T18:15:00,110,Neutral Section & Phase Break Maintenance,TRD-OHE-GZB-ALJN-0032,PTFE Neutral Section,15.6,180,3,64.8,4.5,HIGH,True,True,PENDING
REQ-20260920-TRD-0069,TDMS,TRD,SEC-TKJ-GZB,SLOT_AFTERNOON,8.49,8.82,2026-09-20T15:15:00,2026-09-20T18:30:00,115,Neutral Section & Phase Break Maintenance,TRD-OHE-TKJ-GZB-0023,PTFE Neutral Section,2.7,103,1,13.0,6.5,MEDIUM,True,True,PENDING
REQ-20260920-ST-0066,SMMS,S&T,SEC-TKJ-GZB,SLOT_AFTERNOON,16.79,17.08,2026-09-20T15:15:00,2026-09-20T18:00:00,61,Level Crossing Interlocking Gate Inspection,SNT-SIG-TKJ-GZB-0028,Interlocked LC Gate Mechanism,6.4,42,0,36.6,8.7,LOW,False,True,PENDING
REQ-20260920-ST-0067,SMMS,S&T,SEC-CNB-PRYJ,SLOT_AFTERNOON,461.01,461.2,2026-09-20T15:30:00,2026-09-20T18:15:00,62,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-CNB-PRYJ-0069,Color Light Signal Post,10.7,122,3,40.4,6.0,HIGH,False,False,PENDING
REQ-20260920-ST-0068,SMMS,S&T,SEC-GZB-ALJN,SLOT_AFTERNOON,125.07,125.2,2026-09-20T15:30:00,2026-09-20T18:30:00,74,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-GZB-ALJN-0022,Color Light Signal Post,5.1,16,0,35.1,9.6,LOW,False,False,PENDING
REQ-20260920-ST-0069,SMMS,S&T,SEC-GZB-ALJN,SLOT_AFTERNOON,128.05,128.16,2026-09-20T15:30:00,2026-09-20T18:30:00,90,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-GZB-ALJN-0024,Color Light Signal Post,5.9,50,0,26.3,7.5,LOW,False,False,PENDING
REQ-20260920-ENG-0074,TMS,ENG,SEC-TKJ-GZB,SLOT_AFTERNOON,11.58,11.83,2026-09-20T15:30:00,2026-09-20T18:30:00,152,Turnout & Switch Crossing Renewal,ENG-TRK-TKJ-GZB-0054,Turnout Assembly,11.2,206,3,77.1,4.6,HIGH,False,True,PENDING
REQ-20260920-ENG-0075,COA,ENG,SEC-TKJ-GZB,SLOT_AFTERNOON,15.51,15.7,2026-09-20T15:30:00,2026-09-20T18:15:00,103,Switch Expansion Joint (SEJ) Maintenance,ENG-TRK-TKJ-GZB-0056,SEJ Assembly,5.6,62,0,34.6,7.3,LOW,False,True,PENDING
REQ-20260921-ENG-0076,TMS,ENG,SEC-CNB-PRYJ,SLOT_NIGHT,524.04,524.37,2026-09-21T00:30:00,2026-09-21T04:15:00,156,Turnout & Switch Crossing Renewal,ENG-TRK-CNB-PRYJ-0055,Turnout Assembly,4.3,58,0,36.3,9.3,LOW,False,True,PENDING
REQ-20260921-ST-0070,SMMS,S&T,SEC-NDLS-TKJ,SLOT_NIGHT,1.88,2.13,2026-09-21T00:30:00,2026-09-21T04:15:00,67,Digital Axle Counter (DAC) Sensor Calibration,SNT-SIG-NDLS-TKJ-0074,Axle Counter Detection Point,7.2,53,0,31.7,7.1,LOW,False,True,PENDING
REQ-20260921-ENG-0077,TMS,ENG,SEC-PRYJ-DDU,SLOT_NIGHT,634.78,638.18,2026-09-21T00:30:00,2026-09-21T04:00:00,159,Track Tamping (BCM/CSM Machine),ENG-TRK-PRYJ-DDU-0025,Ballast & Sleeper Bed,24.3,323,5,115.8,2.9,CRITICAL,False,True,PENDING
REQ-20260921-ST-0071,SMMS,S&T,SEC-PRYJ-DDU,SLOT_NIGHT,635.07,635.24,2026-09-21T00:30:00,2026-09-21T04:15:00,89,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-PRYJ-DDU-0016,Color Light Signal Post,8.0,48,0,27.4,8.9,LOW,False,False,PENDING
REQ-20260921-ST-0072,SMMS,S&T,SEC-CNB-PRYJ,SLOT_NIGHT,537.63,537.79,2026-09-21T00:45:00,2026-09-21T04:15:00,86,Signal Aspect LED Lamp & Mechanism Replacement,SNT-SIG-CNB-PRYJ-0056,Color Light Signal Post,8.0,119,0,39.6,7.1,MEDIUM,False,False,PENDING
REQ-20260921-ST-0073,SMMS,S&T,SEC-GZB-ALJN,SLOT_NIGHT,79.46,80.34,2026-09-21T00:45:00,2026-09-21T04:30:00,100,Electronic Interlocking (EI) Diagnostic & Fail-Safe Test,SNT-SIG-GZB-ALJN-0058,Solid State Interlocking Unit,6.5,100,0,23.4,6.9,MEDIUM,False,True,PENDING
REQ-20260921-TRD-0070,TDMS,TRD,SEC-PRYJ-DDU,SLOT_NIGHT,635.11,636.45,2026-09-21T01:00:00,2026-09-21T04:00:00,67,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-PRYJ-DDU-0019,Post & Tension Insulators,4.8,52,1,16.9,7.2,MEDIUM,True,True,PENDING
REQ-20260921-ST-0074,SMMS,S&T,SEC-PRYJ-DDU,SLOT_NIGHT,645.92,646.33,2026-09-21T01:00:00,2026-09-21T04:00:00,97,Track Circuit Joint Impedance Bonding,SNT-SIG-PRYJ-DDU-0040,DC/Audio Track Circuit,6.3,38,0,46.2,8.6,LOW,False,True,PENDING
REQ-20260921-TRD-0071,TDMS,TRD,SEC-PRYJ-DDU,SLOT_NIGHT,669.04,671.23,2026-09-21T01:00:00,2026-09-21T04:00:00,96,OHE Insulator Washing & High-Voltage Testing,TRD-OHE-PRYJ-DDU-0068,Post & Tension Insulators,9.0,231,2,58.9,5.9,HIGH,True,True,PENDING
REQ-20260921-ST-0075,SMMS,S&T,SEC-CNB-PRYJ,SLOT_EARLY_MORN,463.3,464.04,2026-09-21T04:30:00,2026-09-21T08:00:00,98,Signaling Cable Meggering & Trench Maintenance,SNT-SIG-CNB-PRYJ-0041,Underground Signaling Cable,12.3,179,1,61.2,5.9,MEDIUM,False,False,PENDING
REQ-20260921-ST-0076,SMMS,S&T,SEC-GZB-MB,SLOT_EARLY_MORN,145.54,145.73,2026-09-21T04:30:00,2026-09-21T07:30:00,81,Point Machine Overhaul & Lubrication,SNT-SIG-GZB-MB-0053,Electric Point Machine,7.6,24,0,19.4,6.7,LOW,False,True,PENDING
REQ-20260921-TRD-0072,COA,TRD,SEC-PRYJ-DDU,SLOT_EARLY_MORN,681.87,682.14,2026-09-21T04:45:00,2026-09-21T08:00:00,149,Neutral Section & Phase Break Maintenance,TRD-OHE-PRYJ-DDU-0076,PTFE Neutral Section,4.6,67,1,44.5,6.8,MEDIUM,True,True,PENDING
REQ-20260921-TRD-0073,COA,TRD,SEC-ALJN-TDL,SLOT_EARLY_MORN,141.7,143.19,2026-09-21T05:00:00,2026-09-21T08:00:00,107,Cantilever Assembly & Dropper Adjustment,TRD-OHE-ALJN-TDL-0044,Cantilever Mast Assembly,10.7,192,2,46.4,5.8,HIGH,True,True,PENDING
REQ-20260921-ST-0077,SMMS,S&T,SEC-CNB-PRYJ,SLOT_MIDDAY,455.55,456.06,2026-09-21T11:30:00,2026-09-21T14:45:00,67,Track Circuit Joint Impedance Bonding,SNT-SIG-CNB-PRYJ-0061,DC/Audio Track Circuit,7.7,162,3,84.4,4.4,HIGH,False,True,PENDING
REQ-20260921-ENG-0078,COA,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,120.19,121.99,2026-09-21T11:30:00,2026-09-21T14:45:00,180,Deep Ballast Screening,ENG-TRK-GZB-ALJN-0044,Ballast Cushion,19.4,273,4,109.6,1.6,CRITICAL,True,True,PENDING
REQ-20260921-ENG-0079,TMS,ENG,SEC-GZB-ALJN,SLOT_MIDDAY,124.18,125.72,2026-09-21T11:30:00,2026-09-21T14:30:00,165,Deep Ballast Screening,ENG-TRK-GZB-ALJN-0065,Ballast Cushion,1.7,70,0,27.3,9.7,LOW,False,True,PENDING
REQ-20260921-TRD-0074,COA,TRD,SEC-TDL-CNB,SLOT_MIDDAY,258.73,258.96,2026-09-21T11:30:00,2026-09-21T14:30:00,146,Neutral Section & Phase Break Maintenance,TRD-OHE-TDL-CNB-0041,PTFE Neutral Section,16.4,315,3,128.5,2.9,CRITICAL,True,True,PENDING
REQ-20260921-TRD-0075,TDMS,TRD,SEC-NDLS-TKJ,SLOT_MIDDAY,0.67,1.71,2026-09-21T11:45:00,2026-09-21T14:45:00,142,OHE Catenary Wire Splicing & Tensioning,TRD-OHE-NDLS-TKJ-0047,Tension Spring / Regulating Equipment,0.9,15,0,21.5,8.7,LOW,True,True,PENDING
REQ-20260921-ENG-0080,COA,ENG,SEC-GZB-MB,SLOT_MIDDAY,26.27,29.02,2026-09-21T12:00:00,2026-09-21T14:30:00,96,Ballast Regulating & Track Dressing,ENG-TRK-GZB-MB-0077,Ballast Track,8.2,169,3,66.5,4.0,HIGH,False,True,PENDING
REQ-20260921-ENG-0081,TMS,ENG,SEC-ALJN-TDL,SLOT_AFTERNOON,168.45,169.78,2026-09-21T15:00:00,2026-09-21T18:15:00,132,Ultrasonic Flaw Detection (USFD) & Joint Rectification,ENG-TRK-ALJN-TDL-0078,Rail Joint / Fishplate,2.9,52,0,31.8,8.1,LOW,False,True,PENDING
REQ-20260921-TRD-0076,TDMS,TRD,SEC-CNB-PRYJ,SLOT_AFTERNOON,526.65,529.12,2026-09-21T15:00:00,2026-09-21T18:30:00,94,Cantilever Assembly & Dropper Adjustment,TRD-OHE-CNB-PRYJ-0059,Cantilever Mast Assembly,13.2,137,2,84.8,4.9,HIGH,True,True,PENDING
REQ-20260921-ENG-0082,TMS,ENG,SEC-NDLS-TKJ,SLOT_AFTERNOON,1.64,2.93,2026-09-21T15:00:00,2026-09-21T18:15:00,180,Deep Ballast Screening,ENG-TRK-NDLS-TKJ-0003,Ballast Cushion,2.0,118,0,20.7,8.8,MEDIUM,False,True,PENDING
REQ-20260921-ST-0078,SMMS,S&T,SEC-TDL-CNB,SLOT_AFTERNOON,394.44,394.8,2026-09-21T15:00:00,2026-09-21T18:00:00,115,Point Machine Overhaul & Lubrication,SNT-SIG-TDL-CNB-0023,Electric Point Machine,5.0,36,1,39.0,9.1,MEDIUM,False,True,PENDING
REQ-20260921-ENG-0083,TMS,ENG,SEC-PRYJ-DDU,SLOT_AFTERNOON,769.19,771.52,2026-09-21T15:15:00,2026-09-21T18:30:00,180,Deep Ballast Screening,ENG-TRK-PRYJ-DDU-0059,Ballast Cushion,12.8,218,3,68.0,5.1,HIGH,False,True,PENDING
REQ-20260921-ENG-0084,TMS,ENG,SEC-GZB-ALJN,SLOT_AFTERNOON,39.43,41.47,2026-09-21T15:30:00,2026-09-21T18:15:00,150,Through Rail Renewal (TRR),ENG-TRK-GZB-ALJN-0060,Continuous Welded Rail,24.0,232,3,100.0,2.1,CRITICAL,True,True,PENDING
REQ-20260921-ENG-0085,COA,ENG,SEC-GZB-ALJN,SLOT_AFTERNOON,46.53,47.7,2026-09-21T15:30:00,2026-09-21T18:15:00,150,Through Rail Renewal (TRR),ENG-TRK-GZB-ALJN-0079,Continuous Welded Rail,8.4,208,3,68.4,4.4,HIGH,True,True,PENDING
REQ-20260921-TRD-0077,TDMS,TRD,SEC-NDLS-TKJ,SLOT_AFTERNOON,1.27,3.5,2026-09-21T15:30:00,2026-09-21T18:30:00,93,Cantilever Assembly & Dropper Adjustment,TRD-OHE-NDLS-TKJ-0002,Cantilever Mast Assembly,2.7,92,0,27.9,9.4,MEDIUM,True,True,PENDING
